CardCode;GroupName;City;Name;PymntGroup
CN9183;MED LAB OP AMBUL;POPAYAN;CAUCA;CREDITO 30 DIAS
CN9185;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9186;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN9188;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9189;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9190;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9192;DISTRIBUIDORES;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9193;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 90 DIAS, 30 DIAS 3%, CONTADO 5%
CN9194;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9195;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9196;MED LAB OP AMBUL;SANTANDER DE QUILICHAO;CAUCA;Contado
CN9197;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9198;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9199;CLINICAS PUBLICAS;CALI;VALLE DEL CAUCA;Contado
CN9200;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9201;DISTRIBUIDORES;POPAYAN;CAUCA;CREDITO 30 DIAS
CN9202;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9203;VETERINARIOS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9204;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9205;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9206;MED LAB OP AMBUL;JAMUNDI;VALLE DEL CAUCA;Contado
CN9207;VETERINARIOS;POPAYAN;CAUCA;CONTADO 3%
CN9208;CLINICAS PRIVADAS;BARRANQUILLA;ATLANTICO;Contado
CN9209;CLINICAS PRIVADAS;MONTERIA;CORDOBA;Contado
CN9210;NO DEDICADO A SALUD;CHIA;CUNDINAMARCA;CONTADO - CONTRA ENTREGA
CN9211;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;Contado
CN9212;CLINICAS PRIVADAS;CAUCASIA;ANTIOQUIA;Contado
CN9213;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9214;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9215;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9216;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;CREDITO 30 DIAS
CN9217;NO DEDICADO A SALUD;CAJICA;CUNDINAMARCA;CREDITO 30 DIAS
CN9218;NO DEDICADO A SALUD;SANTANDER/ Q;CAUCA;Contado
CN9219;VETERINARIOS;PALMIRA;VALLE DEL CAUCA;Contado
CN9220;CLINICAS PRIVADAS;PASTO;NARIÑO;Contado
CN9221;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9222;NO DEDICADO A SALUD;IBAGUE;TOLIMA;CREDITO 30 DIAS
CN9223;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9224;DROG FARMACIA Y MISC;SINCELEJO;SUCRE;CREDITO 30 DIAS
CN9225;NO DEDICADO A SALUD;PEREIRA;RISARALDA;Contado
CN9226;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9227;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9228;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9230;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9231;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS (CONTADO 5%)
CN9232;NO DEDICADO A SALUD;BUGA;VALLE DEL CAUCA;Contado
CN9232;NO DEDICADO A SALUD;BUGA;VALLE DEL CAUCA;Contado
CN9233;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN9234;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9235;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN9237;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9238;DISTRIBUIDORES;MANIZALEZ;CALDAS;CREDITO 30 DIAS 3%
CN9239;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9241;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;CREDITO 120 DIAS
CN9242;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9243;MED LAB OP AMBUL;PASTO;NARIÑO;Contado
CN9244;CLINICAS PRIVADAS;BUGA;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 3%
CN9245;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9246;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9247;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9248;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9249;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9250;ODONTO CENTRO ODONTO;JAMUNDI;VALLE DEL CAUCA;Contado
CN9251;CLINICAS PRIVADAS;POPAYAN;CAUCA;CREDITO 30 DIAS
CN9252;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9253;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9254;DISTRIBUIDORES;SANTANDER DE QUILICHAO;CAUCA;Contado
CN9255;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9256;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN9257;DISTRIBUIDORES;CALI;NULL;Contado
CN9258;DISTRIBUIDORES;MANIZALES/C;CALDAS;CREDITO 60 DIAS
CN9260;CLINICAS PUBLICAS;CALI;VALLE DEL CAUCA;Contado
CN9261;DROG FARMACIA Y MISC;JAMUNDI;VALLE DEL CAUCA;Contado
CN9261;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9262;NO DEDICADO A SALUD;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9264;MED LAB OP AMBUL;MEDELLIN;ANTIOQUIA;Contado
CN9265;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9266;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9267;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9268;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9269;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9271;MED LAB OP AMBUL;OCAÑA;NORTE DE SANTANDER;Contado
CN9271;MED LAB OP AMBUL;OCAÑA;NORTE DE SANTANDER;Contado
CN9272;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9273;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;CREDITO 60 DIAS
CN9275;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9276;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9277;DISTRIBUIDORES;SANTA MARTA;MAGDALENA;CREDITO 60 DIAS - 30 DIAS 3%
CN9278;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9279;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9280;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9281;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN9282;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9283;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9284;VETERINARIOS;TULUA;VALLE DEL CAUCA;Contado
CN9285;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9286;VETERINARIOS;CAICEDONIA;VALLE DEL CAUCA;Contado
CN9286;VETERINARIOS;CAICEDONIA;VALLE DEL CAUCA;Contado
CN9287;NO DEDICADO A SALUD;BUGA;VALLE DEL CAUCA;Contado
CN9288;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9289;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9291;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN9292;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN9294;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9295;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN9296;DISTRIBUIDORES;NULL;NULL;CREDITO 60 DIAS
CN9299;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9300;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN9300;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN9301;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9302;VETERINARIOS;CANDELARIA;VALLE DEL CAUCA;Contado
CN9303;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9304;DROG FARMACIA Y MISC;PUERTO ASIS;PUTUMAYO;Contado
CN9305;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9306;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9307;CLINICAS PRIVADAS;CALI;NULL;Contado
CN9308;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Credito 45 dias
CN9309;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9310;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9311;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9312;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9313;CLINICAS PRIVADAS;CALI|;VALLE DEL CAUCA;Contado
CN9314;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9315;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN9316;VETERINARIOS;ARMENIA;QUINDIO;CREDITO 30 DIAS
CN9318;NO DEDICADO A SALUD;LA UNION;VALLE DEL CAUCA;Contado
CN9319;DISTRIBUIDORES;ARMENIA;QUINDIO;Contado
CN9321;DROG FARMACIA Y MISC;SANTANDER DE QUILICHAO;CAUCA;Contado
CN9323;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9324;VETERINARIOS;JAMUNDI;VALLE DEL CAUCA;Contado
CN9325;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9326;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN9327;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9328;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;CREDITO 90 DIAS, 30 DIAS 3%, CONTADO 5%
CN9328;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;CREDITO 90 DIAS, 30 DIAS 3%, CONTADO 5%
CN9329;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9330;DROG FARMACIA Y MISC;PALMIRA;VALLE DEL CAUCA;Contado
CN9331;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;CREDITO 30 DIAS
CN9332;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9333;MED LAB OP AMBUL;POPAYAN;CAUCA;Contado
CN9334;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9335;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9337;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN9337;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN9338;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9339;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9340;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9341;NO DEDICADO A SALUD;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9342;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9343;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9344;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9345;CLINICAS PRIVADAS;CUCUTA;NORTE DE SANTANDER;Contado
CN9346;NO DEDICADO A SALUD;GARZON;HUILA;Contado
CN9346;NO DEDICADO A SALUD;GARZON;HUILA;Contado
CN9347;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9347;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9348;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9349;VETERINARIOS;BOGOTA;BOGOTA;Contado
CN9350;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9351;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9352;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9354;DROG FARMACIA Y MISC;EL LITORAL DEL SAN JUAN;CHOCO;Contado
CN9355;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9357;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9358;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9359;DISTRIBUIDORES;CARTAGENA;BOLIVAR;Contado
CN9360;DROG FARMACIA Y MISC;CANDELARIA;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN9362;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9363;DROG FARMACIA Y MISC;JAMUNDI;VALLE DEL CAUCA;Contado
CN9364;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9366;DISTRIBUIDORES;ARMENIA;QUINDIO;Contado
CN9369;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9370;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9371;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9371;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9372;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9373;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9374;NO DEDICADO A SALUD;TULUA;VALLE DEL CAUCA;Contado
CN9375;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9376;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9377;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9378;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9379;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9380;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9382;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9383;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9384;CLINICAS PRIVADAS;BUGA;VALLE DEL CAUCA;Contado
CN9385;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9386;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9387;NO DEDICADO A SALUD;ARMENIA;QUINDIO;Contado
CN9388;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9389;NO DEDICADO A SALUD;ARMENIA;QUINDIO;Contado
CN9390;DROG FARMACIA Y MISC;MEDELLIN;ANTIOQUIA;Contado
CN9391;CLINICAS PRIVADAS;CALI;NULL;Contado
CN9392;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9393;CLINICAS PRIVADAS;BOGOTA;BOGOTA;Contado
CN9394;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9395;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, CONTADO 3%
CN9396;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9397;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9398;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9399;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;Contado
CN9400;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9401;VETERINARIOS;RESTREPO;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9402;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9403;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9404;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9405;CLINICAS PRIVADAS;BOGOTA;BOGOTA;Contado
CN9406;DISTRIBUIDORES;NULL;NULL;CREDITO 30 DIAS
CN9408;NO DEDICADO A SALUD;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9409;NO DEDICADO A SALUD;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9411;NO DEDICADO A SALUD;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9412;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9413;DISTRIBUIDORES;PEREIRA;RISARALDA;Contado
CN9414;DISTRIBUIDORES;PEREIRA;RISARALDA;Contado
CN9414;DISTRIBUIDORES;PEREIRA;VALLE DEL CAUCA;Contado
CN9415;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN9416;VETERINARIOS;YUMBO;VALLE DEL CAUCA;CREDITO 45 DIAS, CONTADO 5%
CN9417;CLINICAS PRIVADAS;FACATATIVA;CUNDINAMARCA;Contado
CN9418;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9418;DISTRIBUIDORES;CALI;NULL;Contado
CN9419;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9420;CLINICAS PRIVADAS;CERRITO;VALLE DEL CAUCA;Contado
CN9421;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9423;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN9424;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9425;BELLEZA Y ESTETICA;BOGOTA;BOGOTA;Contado
CN9426;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9427;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9428;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9429;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9430;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9431;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;Contado
CN9432;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CONTADO 5%
CN9433;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9434;DISTRIBUIDORES;BUGA;VALLE DEL CAUCA;Contado
CN9436;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9437;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9438;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9439;DISTRIBUIDORES;BUGA;VALLE DEL CAUCA;Contado
CN9440;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9441;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN9443;MED LAB OP AMBUL;PEREIRA/R;RISARALDA;CREDITO 30 DIAS
CN9444;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN9445;NO DEDICADO A SALUD;SANTANDER DE QUILICHAO;CAUCA;Contado
CN9446;CLINICAS PRIVADAS;FLORENCIA;CAQUETA;Contado
CN9447;CLINICAS PRIVADAS;CALI;NULL;CREDITO 30 DIAS
CN9448;OCASION PACIEN PARTI;CALI;NULL;Contado
CN9449;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9450;ODONTO CENTRO ODONTO;MEDELLIN;ANTIOQUIA;Contado
CN9451;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9452;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9453;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9454;DISTRIBUIDORES;MOCOA;PUTUMAYO;Contado
CN9455;CLINICAS PRIVADAS;ARMENIA;QUINDIO;Contado
CN9456;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 60 DIAS
CN9457;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 90 DIAS, 60 DIAS 3%, 30 DIAS 5%
CN9458;BELLEZA Y ESTETICA;PALMIRA;VALLE DEL CAUCA;Contado
CN9459;MED LAB OP AMBUL;CALI;NULL;Contado
CN9460;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9462;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9463;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9464;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9465;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9467;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9469;NO DEDICADO A SALUD;PASTO;NARIÑO;Contado
CN9470;DISTRIBUIDORES;CALI;NULL;CREDITO 30 DIAS
CN9470;DISTRIBUIDORES;CALI;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN9471;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9472;CLINICAS PRIVADAS;YUMBO;VALLE DEL CAUCA;Contado
CN9473;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9474;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9475;NO DEDICADO A SALUD;PASTO;NARIÑO;Contado
CN9476;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;Contado
CN9477;DISTRIBUIDORES;PEREIRA/R;RISARALDA;CREDITO 30 DIAS 5%
CN9478;NO DEDICADO A SALUD;JAMBALO;CAUCA;Contado
CN9479;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9480;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9481;NO DEDICADO A SALUD;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9482;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9483;CLINICAS PRIVADAS;TUMACO;NARIÑO;Contado
CN9484;DISTRIBUIDORES;BARRANQUILLA;ATLANTICO;CREDITO 45 DIAS, CONTADO 5%
CN9487;NO DEDICADO A SALUD;POPAYAN;CAUCA;CREDITO 60 DIAS 3%
CN9488;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9489;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9490;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9493;CLINICAS PRIVADAS;JAMUNDI;VALLE DEL CAUCA;Contado
CN9494;VETERINARIOS;PEREIRA/R;RISARALDA;Contado
CN9495;CLINICAS PRIVADAS;PEREIRA/R;RISARALDA;Contado
CN9496;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9497;CLINICAS PRIVADAS;BOGOTA;BOGOTA;Contado
CN9498;MED LAB OP AMBUL;BOGOTA;BOGOTA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9499;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN9500;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9501;DROG FARMACIA Y MISC;BOGOTA;BOGOTA;Contado
CN9502;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;Contado
CN9503;DISTRIBUIDORES;BUGA/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9503;DISTRIBUIDORES;BUGA/V;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9504;NO DEDICADO A SALUD;BOGOTA;BOGOTA;CREDITO 90 DIAS
CN9505;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9506;NO DEDICADO A SALUD;ARMENIA;QUINDIO;Contado
CN9507;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9508;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;CREDITO 120 DIAS
CN9509;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9510;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9511;CLINICAS PRIVADAS;IPIALES;NARIÑO;Contado
CN9512;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9513;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9514;DROG FARMACIA Y MISC;EL DOVIO/V;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN9515;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9517;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 3%
CN9518;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 3%
CN9519;NO DEDICADO A SALUD;CHIA;CUNDINAMARCA;Contado
CN9520;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9521;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9522;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9523;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;Contado
CN9524;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9525;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9526;DISTRIBUIDORES;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9527;CLINICAS PRIVADAS;BARRANQUILLA;ATLANTICO;Contado
CN9528;CLINICAS PRIVADAS;SANTA MARTA;MAGDALENA;Contado
CN9529;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9530;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9531;DROG FARMACIA Y MISC;CALARCA;QUINDIO;Contado
CN9532;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9533;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9534;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9535;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9536;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9539;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9540;DISTRIBUIDORES;TULUA;VALLE DEL CAUCA;Contado
CN9541;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9542;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
